essay_id,prompt_name,predicted
074ba84,"""A Cowboy Who Rode the Waves""",True
0759934,Driverless cars,True
0760ba5,Driverless cars,True
0764c35,Exploring Venus,True
076539f,The Face on Mars,True
0778075,Exploring Venus,True
077eeea,Exploring Venus,True
07845e1,The Face on Mars,True
0785120,Driverless cars,True
07952db,Driverless cars,True
07a14a5,Exploring Venus,True
07c7556,Driverless cars,True
07d6f42,Facial action coding system,True
07e4b76,The Face on Mars,True
07f4106,Facial action coding system,True
0804daa,Facial action coding system,True
0848273,The Face on Mars,True
085092e,The Face on Mars,True
08629e7,Facial action coding system,True
088bb4a,Exploring Venus,True
08a4c92,"""A Cowboy Who Rode the Waves""",True
08ab023,The Face on Mars,True
08b8798,The Face on Mars,True
08cd1b8,The Face on Mars,True
08d9638,Driverless cars,True
08dab5c,Driverless cars,True
08dac82,Driverless cars,True
0913268,The Face on Mars,True
0916c73,Exploring Venus,True
091a8ca,Driverless cars,True
091e483,Facial action coding system,True
093da21,Facial action coding system,True
096eae9,Driverless cars,True
0999761,Driverless cars,True
09af24e,Driverless cars,True
09bd6f6,Driverless cars,True
09c4d28,The Face on Mars,True
09d065f,"""A Cowboy Who Rode the Waves""",True
09e6583,Facial action coding system,True
0a01969,Driverless cars,True
0a0f7cc,Driverless cars,True
0a0f8b3,Driverless cars,True
0a31cd0,"""A Cowboy Who Rode the Waves""",True
0a41d42,The Face on Mars,True
0a45f39,Exploring Venus,True
0a494e5,Exploring Venus,True
0a54018,Driverless cars,True
0a98eef,Facial action coding system,True
0a9df6a,Driverless cars,True
0acad9f,The Face on Mars,True
0ad4de2,Driverless cars,True
0add2dc,Exploring Venus,True
0b0644a,Driverless cars,True
0b095ea,Exploring Venus,True
0b15a66,Driverless cars,True
0b1ab1d,Driverless cars,True
0b23a57,Facial action coding system,True
0b2bfc4,Facial action coding system,True
0b2c063,The Face on Mars,True
0b35fa9,The Face on Mars,True
0b488e9,Driverless cars,True
0b64865,Exploring Venus,True
0b6df5c,Facial action coding system,True
0b869b2,Facial action coding system,True
0b8e735,The Face on Mars,True
0b8fea3,Driverless cars,True
0b9d88d,Driverless cars,True
0ba0a50,Driverless cars,True
0bb5c8c,"""A Cowboy Who Rode the Waves""",True
0bea5df,Driverless cars,True
0beb053,Driverless cars,True
0c047cd,Exploring Venus,True
0c059b2,Exploring Venus,True
0c2a63d,Driverless cars,True
0c2f27d,Driverless cars,True
0c4420d,Driverless cars,True
0c4ede2,Driverless cars,True
0c5c345,Driverless cars,True
0c5e863,Driverless cars,True
0c63220,Facial action coding system,True
0c6c628,Driverless cars,True
0c720f3,Driverless cars,True
0c72406,The Face on Mars,True
0c76268,Driverless cars,True
0c9c20d,Driverless cars,True
0cae471,Exploring Venus,True
0cd7e90,Exploring Venus,True
0cdf1ff,Facial action coding system,True
0d125d4,Driverless cars,True
0d1dfcb,Facial action coding system,True
0d2070c,Exploring Venus,True
0d20e93,Driverless cars,True
0d34dea,"""A Cowboy Who Rode the Waves""",True
0d3ae64,The Face on Mars,True
0d57890,Driverless cars,True
0d5876f,Exploring Venus,True
0d70f3a,Exploring Venus,True
0d8bfc5,Driverless cars,True
0d92fb8,Driverless cars,True
0d9d694,"""A Cowboy Who Rode the Waves""",True
0dba702,Driverless cars,True
0dbd926,Driverless cars,True
0dc6aae,Exploring Venus,True
0dc777f,Exploring Venus,True
0dd72fb,Exploring Venus,True
0de71cb,Exploring Venus,True
0deace1,The Face on Mars,True
0e00dde,Driverless cars,True
0e22bc3,Driverless cars,True
0e277d7,Facial action coding system,True
0e47da5,Car-free cities,True
0e51031,Exploring Venus,True
0e54efc,Driverless cars,True
0e680b3,Driverless cars,True
0e73ffd,Driverless cars,True
0e82e35,The Face on Mars,True
0e86176,Driverless cars,True
0e9a9d3,Exploring Venus,True
0ec99dd,Facial action coding system,True
0eca72b,Exploring Venus,True
0ee7d80,Driverless cars,True
0ef4f4f,Driverless cars,True
0f1ab9c,Driverless cars,True
0f200d8,Driverless cars,True
0f20721,Driverless cars,True
0f2299f,Facial action coding system,True
0f247b7,Driverless cars,True
0f3483e,Driverless cars,True
0f384b3,"""A Cowboy Who Rode the Waves""",True
0f4a9a2,Driverless cars,True
0f50ec4,Facial action coding system,True
0f52764,The Face on Mars,True
0f560cf,Exploring Venus,True
0f5c12f,Facial action coding system,True
0f8c21d,Exploring Venus,True
0f8d16d,Exploring Venus,True
0f91158,Facial action coding system,True
0f93a88,Exploring Venus,True
0fa3969,Facial action coding system,True
0fa8295,Exploring Venus,True
0fb0f34,Exploring Venus,True
0fb1945,Exploring Venus,True
0fc99a9,The Face on Mars,True
0fcc1b3,Driverless cars,True
0fe1d3e,Facial action coding system,True
101ff6a,Exploring Venus,True
102a358,Driverless cars,True
103d884,Driverless cars,True
103ff95,Exploring Venus,True
1042884,Facial action coding system,True
10444ef,Exploring Venus,True
106ec05,"""A Cowboy Who Rode the Waves""",True
108d15e,Driverless cars,True
10a0374,Facial action coding system,True
10b6508,Driverless cars,True
10b9524,Driverless cars,True
10bc1b7,Exploring Venus,True
10cd7ba,Facial action coding system,True
10ebd3c,The Face on Mars,True
10fda69,Facial action coding system,True
10fe8cc,Driverless cars,True
110eebe,The Face on Mars,True
111c03c,Driverless cars,True
112f03f,Exploring Venus,True
114187f,The Face on Mars,True
11547d4,The Face on Mars,True
117597e,Exploring Venus,True
118557a,Driverless cars,True
11bc37a,Driverless cars,True
11c2627,Facial action coding system,True
11c28e1,Driverless cars,True
11c2e4b,Exploring Venus,True
11c96ef,Driverless cars,True
11d450b,Exploring Venus,True
11dca95,Exploring Venus,True
11e9122,"""A Cowboy Who Rode the Waves""",True
11ece20,Facial action coding system,True
11f80aa,The Face on Mars,True
11fb07e,Facial action coding system,True
1216143,"""A Cowboy Who Rode the Waves""",True
12483a7,The Face on Mars,True
124fff0,Facial action coding system,True
1251cb5,The Face on Mars,True
126c1a9,Facial action coding system,True
127b51e,Driverless cars,True
1284ac4,Exploring Venus,True
12b2994,"""A Cowboy Who Rode the Waves""",True
12c365a,Exploring Venus,True
12cefbe,Exploring Venus,True
12cfb98,Exploring Venus,True
12e08a3,Exploring Venus,True
12e0df6,Driverless cars,True
12ea160,The Face on Mars,True
12ec7bb,Exploring Venus,True
12ec9ce,Driverless cars,True
131b07d,Driverless cars,True
13554fc,Facial action coding system,True
135c9a2,Facial action coding system,True
1361418,Exploring Venus,True
13637e9,Driverless cars,True
136b806,Exploring Venus,True
13724f7,Facial action coding system,True
138ecab,Driverless cars,True
139293a,Driverless cars,True
13b3e1f,Driverless cars,True
13b533b,Driverless cars,True
13c085e,Driverless cars,True
13c7a43,Driverless cars,True
13ce90a,Driverless cars,True
13d0391,Facial action coding system,True
13dea5a,Facial action coding system,True
13e2e99,Driverless cars,True
13f81b1,The Face on Mars,True
13fb244,Driverless cars,True
14123e6,Exploring Venus,True
1446c35,The Face on Mars,True
1464c1a,Driverless cars,True
148f1e2,Facial action coding system,True
1493f33,The Face on Mars,True
14a193b,Exploring Venus,True
14b486e,Exploring Venus,True
14b54d0,Exploring Venus,True
14bc18a,Driverless cars,True
14bec6e,Driverless cars,True
14c37b2,Driverless cars,True
150d3d6,Driverless cars,True
152258f,Facial action coding system,True
152c2e4,Facial action coding system,True
1534fbf,Driverless cars,True
153e8fe,Driverless cars,True
1574cc3,Driverless cars,True
1575077,Driverless cars,True
1576626,Driverless cars,True
1580723,Driverless cars,True
1585281,Driverless cars,True
15a3795,Facial action coding system,True
15a4102,The Face on Mars,True
15a509c,Facial action coding system,True
15b7ad2,Driverless cars,True
15c7e62,Driverless cars,True
15d638e,Driverless cars,True
15da71c,Driverless cars,True
15dc62e,Facial action coding system,True
15de5b1,Exploring Venus,True
15eb254,Facial action coding system,True
15ec1e4,Exploring Venus,True
15f01fe,The Face on Mars,True
15f29a6,Facial action coding system,True
15f3aec,Driverless cars,True
15fa958,The Face on Mars,True
160dc72,"""A Cowboy Who Rode the Waves""",True
1618e72,The Face on Mars,True
161a6b4,Facial action coding system,True
161da84,Driverless cars,True
1621180,Driverless cars,True
1623c9f,Driverless cars,True
1643f02,Driverless cars,True
1649f13,Driverless cars,True
16502ea,Driverless cars,True
165ec3d,The Face on Mars,True
1686625,Driverless cars,True
169fccf,Driverless cars,True
16b2a71,Driverless cars,True
16d8683,Facial action coding system,True
16e1b85,Facial action coding system,True
16ead3d,Facial action coding system,True
17031a2,"""A Cowboy Who Rode the Waves""",True
1717119,Facial action coding system,True
1721dd2,Exploring Venus,True
173dc95,Driverless cars,True
175ec92,Facial action coding system,True
176fde9,Facial action coding system,True
177a7d7,Facial action coding system,True
177febf,The Face on Mars,True
1781f4e,Exploring Venus,True
1782cc8,Exploring Venus,True
1783b9f,The Face on Mars,True
1787e2c,Exploring Venus,True
178f445,Driverless cars,True
1798e69,"""A Cowboy Who Rode the Waves""",True
17a36e4,Driverless cars,True
17d277f,Exploring Venus,True
17d3737,Exploring Venus,True
17d4184,Driverless cars,True
17d73bb,"""A Cowboy Who Rode the Waves""",True
17e1148,"""A Cowboy Who Rode the Waves""",True
17ec828,Driverless cars,True
17f590a,Exploring Venus,True
17f9ee0,Exploring Venus,True
17fd420,Driverless cars,True
1828de3,Driverless cars,True
1831d64,Facial action coding system,True
1833139,Exploring Venus,True
183678c,"""A Cowboy Who Rode the Waves""",True
1839865,Driverless cars,True
18621a8,Driverless cars,True
1866c81,Exploring Venus,True
1872f71,Driverless cars,True
187ef81,Exploring Venus,True
18865e7,Facial action coding system,True
18869b7,The Face on Mars,True
188be60,Exploring Venus,True
188dc58,Driverless cars,True
189a584,Facial action coding system,True
18afcad,Driverless cars,True
18bfb7e,Driverless cars,True
18d3320,Exploring Venus,True
18ed7e6,Facial action coding system,True
18f8ef2,The Face on Mars,True
190a8d4,Driverless cars,True
1926426,Driverless cars,True
192d275,The Face on Mars,True
194eb61,Driverless cars,True
19518a6,Exploring Venus,True
19676b0,Driverless cars,True
196e078,Facial action coding system,True
1973fe0,The Face on Mars,True
198c196,Exploring Venus,True
19a9f1b,Driverless cars,True
19d6dc5,Exploring Venus,True
19db546,Facial action coding system,True
19f4b8e,Driverless cars,True
1a0971f,Driverless cars,True
1a0ee90,Driverless cars,True
1a10d27,Driverless cars,True
1a14e33,Driverless cars,True
1a289be,Exploring Venus,True
1a28f21,Driverless cars,True
1a30445,The Face on Mars,True
1a3f98d,Driverless cars,True
1a51b71,Driverless cars,True
1a651c3,Exploring Venus,True
1a69914,Facial action coding system,True
1a7f061,The Face on Mars,True
1a8f50e,Exploring Venus,True
1a8f6e7,Exploring Venus,True
1ab9b01,Driverless cars,True
1aed39d,Exploring Venus,True
1af31b9,Facial action coding system,True
1b08d3d,Driverless cars,True
1b2c90e,Driverless cars,True
1b2cd91,Facial action coding system,True
1b3c850,Driverless cars,True
1b5891f,"""A Cowboy Who Rode the Waves""",True
1b58c10,Driverless cars,True
1b5c960,"""A Cowboy Who Rode the Waves""",True
1b6c945,Exploring Venus,True
1b734d9,The Face on Mars,True
1b7ce1c,Facial action coding system,True
1b7e42c,The Face on Mars,True
1b86671,Exploring Venus,True
1baa473,Exploring Venus,True
1bac87b,Driverless cars,True
1bb0b2b,Driverless cars,True
1bd1109,Exploring Venus,True
1bd9d8e,Driverless cars,True
1be7b59,Exploring Venus,True
1bee451,Facial action coding system,True
1c3468c,Facial action coding system,True
1c3aaf7,Driverless cars,True
1c4115c,Exploring Venus,True
1c4beb6,Driverless cars,True
1c74f89,Driverless cars,True
1c7a738,Facial action coding system,True
1c8abcd,The Face on Mars,True
1c8c585,Driverless cars,True
1ca2b1e,Driverless cars,True
1ca3291,Exploring Venus,True
1cb069a,Driverless cars,True
1cc616f,Exploring Venus,True
1cc6247,"""A Cowboy Who Rode the Waves""",True
1ccaa99,Facial action coding system,True
1cd0bbb,Exploring Venus,True
1ced533,Facial action coding system,True
1cf05de,Facial action coding system,True
1cf3716,Facial action coding system,True
1cf90a1,Facial action coding system,True
1cfb413,Driverless cars,True
1d12e5e,Driverless cars,True
1d2584d,Driverless cars,True
1d38f14,Driverless cars,True
1d50ef4,The Face on Mars,True
1d62313,Exploring Venus,True
1d8e8c7,Facial action coding system,True
1d9cb5d,Exploring Venus,True
1dbfc26,Facial action coding system,True
1de153e,The Face on Mars,True
1de7a3e,The Face on Mars,True
1df4871,"""A Cowboy Who Rode the Waves""",True
1e07d3d,Driverless cars,True
1e14a01,Driverless cars,True
1e15bb2,Driverless cars,True
1e23fee,Exploring Venus,True
1e26ea8,Driverless cars,True
1e2c5f1,Driverless cars,True
1e32873,Exploring Venus,True
1e34c9d,Driverless cars,True
1e44652,Facial action coding system,True
1e54327,Facial action coding system,True
1e6a5d8,Driverless cars,True
1e7551f,Driverless cars,True
1e762ef,Exploring Venus,True
1e88fb2,Driverless cars,True
1ea7607,Facial action coding system,True
1eacbaf,Exploring Venus,True
1ec9d22,The Face on Mars,True
1efd3f9,Facial action coding system,True
1f0cbec,Driverless cars,True
1f0e22b,Exploring Venus,True
1f113e1,Facial action coding system,True
1f1e073,Driverless cars,True
1f3d9fd,Driverless cars,True
1f4513c,Driverless cars,True
1f4aec1,Facial action coding system,True
1f500e3,Driverless cars,True
1f58110,Facial action coding system,True
1f71276,Driverless cars,True
1f78438,Driverless cars,True
1f7a4d9,Exploring Venus,True
1f7e64f,Facial action coding system,True
1f8e649,Exploring Venus,True
1f92b35,Exploring Venus,True
1fbb311,Facial action coding system,True
1fc5bd7,Driverless cars,True
1fc74a6,Driverless cars,True
1fd270c,Exploring Venus,True
1fda3aa,Facial action coding system,True
1fe34e0,The Face on Mars,True
1fe666e,"""A Cowboy Who Rode the Waves""",True
1fe9c77,Facial action coding system,True
1fea416,Facial action coding system,True
1feabe5,Driverless cars,True
1ff3c5d,Exploring Venus,True
2009f18,Facial action coding system,True
200fcf4,Exploring Venus,True
201523b,Exploring Venus,True
201f6a9,Driverless cars,True
2036c27,Exploring Venus,True
2059452,Facial action coding system,True
2062bda,"""A Cowboy Who Rode the Waves""",True
2079bbf,Exploring Venus,True
208907c,Exploring Venus,True
20db8b2,Driverless cars,True
20e8865,Exploring Venus,True
20e88fd,Exploring Venus,True
20ec8b0,Driverless cars,True
20f1ea0,Driverless cars,True
211d058,Exploring Venus,True
2121299,Driverless cars,True
212f1e9,Facial action coding system,True
213f458,Exploring Venus,True
213f930,"""A Cowboy Who Rode the Waves""",True
2140b9d,Driverless cars,True
2148c4b,Exploring Venus,True
214bad3,Facial action coding system,True
2154584,Exploring Venus,True
215999a,The Face on Mars,True
215e6f7,Exploring Venus,True
21662c7,Facial action coding system,True
218778e,The Face on Mars,True
21958fc,Facial action coding system,True
21b56d3,Exploring Venus,True
21c91d4,Exploring Venus,True
21d3475,Exploring Venus,True
21f5006,Facial action coding system,True
21fb085,Exploring Venus,True
22064db,Exploring Venus,True
22085d8,Driverless cars,True
22272c7,Driverless cars,True
22312c6,Facial action coding system,True
2254969,Exploring Venus,True
225fcb4,Exploring Venus,True
2274cbb,Exploring Venus,True
2289ad8,Facial action coding system,True
2289b45,"""A Cowboy Who Rode the Waves""",True
22ad0f0,Exploring Venus,True
22bf7f2,Driverless cars,True
22cb8da,Exploring Venus,True
22d7047,Driverless cars,True
22d825e,Driverless cars,True
22e1e7a,Driverless cars,True
23020fe,Facial action coding system,True
2312fc6,"""A Cowboy Who Rode the Waves""",True
231b95b,Facial action coding system,True
232ae04,Car-free cities,True
233796f,Facial action coding system,True
233ca6e,Driverless cars,True
2357683,The Face on Mars,True
235fab2,Driverless cars,True
23649bd,Driverless cars,True
2364b68,Driverless cars,True
236bdd3,The Face on Mars,True
238702a,Facial action coding system,True
2388754,The Face on Mars,True
23ac622,Driverless cars,True
23b4894,Exploring Venus,True
23c08f2,Driverless cars,True
23ccdb6,The Face on Mars,True
23da144,Driverless cars,True
23e5178,Driverless cars,True
23e63ae,Driverless cars,True
23eb690,The Face on Mars,True
23ff7e3,Exploring Venus,True
2404f31,Exploring Venus,True
240c2b5,Driverless cars,True
241d49c,Driverless cars,True
243124b,"""A Cowboy Who Rode the Waves""",True
243e03f,Exploring Venus,True
2440f97,Driverless cars,True
2441f8c,Driverless cars,True
2444a41,Driverless cars,True
244db43,Driverless cars,True
245484c,Facial action coding system,True
24694b6,"""A Cowboy Who Rode the Waves""",True
246b556,The Face on Mars,True
246c075,Driverless cars,True
247f18e,Driverless cars,True
2480abd,Exploring Venus,True
24971db,Driverless cars,True
24a099b,Driverless cars,True
24ae08e,Facial action coding system,True
24cc082,Exploring Venus,True
24cd6b4,Driverless cars,True
24cd9fa,Facial action coding system,True
24e41cc,The Face on Mars,True
24e61ae,Facial action coding system,True
24e64ad,Exploring Venus,True
24e6877,The Face on Mars,True
24e9ae8,Exploring Venus,True
24f699d,The Face on Mars,True
2510330,"""A Cowboy Who Rode the Waves""",True
252141e,Exploring Venus,True
253a54b,Driverless cars,True
2548fcc,Driverless cars,True
2557bb7,Driverless cars,True
2557bb9,Exploring Venus,True
255b12f,Driverless cars,True
256734b,Exploring Venus,True
256ce94,"""A Cowboy Who Rode the Waves""",True
257592b,Exploring Venus,True
2578fb0,Facial action coding system,True
257a6a6,Driverless cars,True
25811d9,Driverless cars,True
2593b36,Facial action coding system,True
25a717b,The Face on Mars,True
25a9af8,Facial action coding system,True
25b8754,Facial action coding system,True
25bf9c6,Facial action coding system,True
25e0b3f,Facial action coding system,True
25f55c7,Driverless cars,True
260eeff,Driverless cars,True
262be36,The Face on Mars,True
2630ecd,Driverless cars,True
26479a8,Driverless cars,True
2650cb7,The Face on Mars,True
2689ce0,Exploring Venus,True
26a2e7d,Driverless cars,True
26a6b97,Facial action coding system,True
26c493a,The Face on Mars,True
26c4ea1,Driverless cars,True
26c61e1,"""A Cowboy Who Rode the Waves""",True
26c90a0,Facial action coding system,True
26e68ea,Driverless cars,True
26f358b,Driverless cars,True
2704439,Facial action coding system,True
2706317,Exploring Venus,True
27065ce,Facial action coding system,True
271dcfb,Facial action coding system,True
27226f8,The Face on Mars,True
27295aa,Driverless cars,True
273fb7d,Exploring Venus,True
2750fc1,Exploring Venus,True
2773770,Exploring Venus,True
2774edc,The Face on Mars,True
2792d0f,Driverless cars,True
27c1469,Facial action coding system,True
27e155e,Exploring Venus,True
27e68cc,"""A Cowboy Who Rode the Waves""",True
27e6dd8,Driverless cars,True
27e7609,Facial action coding system,True
27fabca,Facial action coding system,True
27feddd,Facial action coding system,True
28070d2,Exploring Venus,True
280f3ec,Exploring Venus,True
28229c3,Facial action coding system,True
2822b94,Exploring Venus,True
2836518,The Face on Mars,True
283ae2f,Exploring Venus,True
2841bdd,"""A Cowboy Who Rode the Waves""",True
284d362,"""A Cowboy Who Rode the Waves""",True
2853974,The Face on Mars,True
286ff14,Driverless cars,True
2874df1,Facial action coding system,True
289c956,Exploring Venus,True
28b808f,Exploring Venus,True
28c8ca4,Exploring Venus,True
28d24e7,Facial action coding system,True
28de37d,Driverless cars,True
28e7f41,Driverless cars,True
28e9a88,Driverless cars,True
28ebecb,Exploring Venus,True
28f0c5d,Driverless cars,True
28f67c4,Driverless cars,True
290c870,Facial action coding system,True
29139ff,Exploring Venus,True
2929f3b,Facial action coding system,True
292e15a,Driverless cars,True
2936d38,Facial action coding system,True
29388ff,Driverless cars,True
29399d5,"""A Cowboy Who Rode the Waves""",True
294affa,Facial action coding system,True
295f8ea,Driverless cars,True
2972937,Driverless cars,True
297822d,"""A Cowboy Who Rode the Waves""",True
297885d,"""A Cowboy Who Rode the Waves""",True
2986cad,Driverless cars,True
299d0f0,Driverless cars,True
29a6a6b,Driverless cars,True
29aa983,Exploring Venus,True
29c2511,Driverless cars,True
29d00ed,The Face on Mars,True
29def82,Driverless cars,True
29e4c71,"""A Cowboy Who Rode the Waves""",True
29fb0d0,Driverless cars,True
2a14518,"""A Cowboy Who Rode the Waves""",True
2a161b2,Exploring Venus,True
2a162fa,Exploring Venus,True
2a3f826,The Face on Mars,True
2a41ece,Exploring Venus,True
2a447bd,Exploring Venus,True
2a4ca7b,The Face on Mars,True
2a785b1,Exploring Venus,True
2a911f5,Driverless cars,True
2a97d85,Driverless cars,True
2aa5a24,Exploring Venus,True
2ad0a98,Facial action coding system,True
2ae4810,Exploring Venus,True
2aee9ae,The Face on Mars,True
2af9cde,Facial action coding system,True
2b0bc6d,Exploring Venus,True
2b0d36b,Facial action coding system,True
2b237a3,Driverless cars,True
2b2431b,Exploring Venus,True
2b41246,Facial action coding system,True
2b4375b,Driverless cars,True
2b7513d,Driverless cars,True
2b8abd3,Driverless cars,True
2b93ab0,Exploring Venus,True
2ba03f1,Exploring Venus,True
2ba1e02,Driverless cars,True
2ba53eb,Facial action coding system,True
2baa048,Driverless cars,True
2bab4f9,Driverless cars,True
2bca925,"""A Cowboy Who Rode the Waves""",True
2bcd7b2,Exploring Venus,True
2bd315e,The Face on Mars,True
2bd6f85,Driverless cars,True
2bdb51f,Driverless cars,True
2be1641,Facial action coding system,True
2be5e7f,Driverless cars,True
2be7c8e,The Face on Mars,True
2c00a1c,Driverless cars,True
2c23e62,Facial action coding system,True
2c2a9be,Facial action coding system,True
2c2bb64,Exploring Venus,True
2c3b302,Facial action coding system,True
2c3c7f9,"""A Cowboy Who Rode the Waves""",True
2c3f197,Exploring Venus,True
2c44bf1,Exploring Venus,True
2c5957b,Facial action coding system,True
2c5df89,Exploring Venus,True
2c5e0fd,Driverless cars,True
2c64ebc,Driverless cars,True
2c6c2bf,"""A Cowboy Who Rode the Waves""",True
2c70dc8,Facial action coding system,True
2c7af05,Driverless cars,True
2c8144c,Exploring Venus,True
2c81e5c,Driverless cars,True
2c9eca0,Exploring Venus,True
2ca537b,Driverless cars,True
2cad978,Facial action coding system,True
2cb68c3,Facial action coding system,True
2cc98cb,"""A Cowboy Who Rode the Waves""",True
2ce7f8d,Driverless cars,True
2ce9900,Facial action coding system,True
2cf54a7,Driverless cars,True
2cfb8c4,Facial action coding system,True
2d001ad,The Face on Mars,True
2d04b73,Driverless cars,True
2d1ecbe,Driverless cars,True
2d3ac02,Driverless cars,True
2d4f2c1,Exploring Venus,True
2d58e14,Exploring Venus,True
2d818b2,Driverless cars,True
2d8bbe2,Facial action coding system,True
2d9199c,Facial action coding system,True
2d9b9c4,Driverless cars,True
2dc718b,Exploring Venus,True
2dd0e30,Exploring Venus,True
2dd5ab9,Driverless cars,True
2e01bf8,Driverless cars,True
2e091c6,"""A Cowboy Who Rode the Waves""",True
2e1430e,The Face on Mars,True
2e1756a,Facial action coding system,True
2e1a485,Exploring Venus,True
2e3e13b,Driverless cars,True
2e43333,Driverless cars,True
2e43866,Driverless cars,True
2e44715,Exploring Venus,True
2e66941,Driverless cars,True
2e6c099,The Face on Mars,True
2e78299,Driverless cars,True
2e8fd2b,The Face on Mars,True
2e94a27,Facial action coding system,True
2eaad6a,Exploring Venus,True
2eb5af4,"""A Cowboy Who Rode the Waves""",True
2ec5f1f,Facial action coding system,True
2ec88c1,Driverless cars,True
2ec8ca9,Exploring Venus,True
2ece958,Driverless cars,True
2ed15ef,Driverless cars,True
2ee0a0e,Facial action coding system,True
2ee1a20,Exploring Venus,True
2eef8db,Exploring Venus,True
2ef8816,Exploring Venus,True
2f1c523,Driverless cars,True
2f1d781,Exploring Venus,True
2f28033,Driverless cars,True
2f3101d,Facial action coding system,True
2f5ef45,Exploring Venus,True
2f76f40,Facial action coding system,True
2f82ef0,The Face on Mars,True
2fa6216,Driverless cars,True
2fbed21,Driverless cars,True
2fc7982,Driverless cars,True
2fcb0d2,Exploring Venus,True
2fff491,Exploring Venus,True
3010bb8,Exploring Venus,True
301ae02,Exploring Venus,True
3021d47,Exploring Venus,True
3033717,Facial action coding system,True
304b672,Facial action coding system,True
305a4e4,"""A Cowboy Who Rode the Waves""",True
30618ce,Exploring Venus,True
3077554,Facial action coding system,True
3085037,Driverless cars,True
308d061,Facial action coding system,True
308e4ca,Driverless cars,True
3090536,Exploring Venus,True
309de20,Exploring Venus,True
30a39cd,Driverless cars,True
30e3b93,Exploring Venus,True
30f0911,Facial action coding system,True
3107452,Driverless cars,True
310dca5,Driverless cars,True
3112774,Exploring Venus,True
3118039,Exploring Venus,True
312bef6,"""A Cowboy Who Rode the Waves""",True
313de19,Exploring Venus,True
3147bb8,Facial action coding system,True
